NUM_VARS, GUROBI_T, GUROBI_M, MOSEK_T, MOSEK_M, IPOPT_T, IPOPT_M, SPOCK_T, SPOCK_M, SPOCK_M_GPU
2204, 0.0, 18.92121124267578, 0.145753681, 25.209129333496094, 1.8083876, 17.62897491455078, 0.0764923, 145.879, 48
