Start date;End date;Photovoltaics and wind [MWh];Wind offshore [MWh];Wind onshore [MWh];Photovoltaics [MWh]
Apr 6, 2024 10:00 AM;Apr 6, 2024 11:00 AM;38,701.00;4,461.00;7,369.25;26,870.75
Apr 6, 2024 11:00 AM;Apr 6, 2024 12:00 PM;44,245.50;4,059.50;7,013.75;33,172.25
Apr 6, 2024 12:00 PM;Apr 6, 2024 1:00 PM;48,831.25;4,024.50;7,678.75;37,128.00
Apr 6, 2024 1:00 PM;Apr 6, 2024 2:00 PM;51,606.50;4,501.50;8,701.75;38,403.25
Apr 6, 2024 2:00 PM;Apr 6, 2024 3:00 PM;50,926.75;4,620.75;9,709.00;36,597.00
Apr 6, 2024 3:00 PM;Apr 6, 2024 4:00 PM;48,761.50;4,553.00;11,561.50;32,647.00
Apr 6, 2024 4:00 PM;Apr 6, 2024 5:00 PM;44,593.75;4,532.75;13,900.00;26,161.00
Apr 6, 2024 5:00 PM;Apr 6, 2024 6:00 PM;37,685.25;5,369.75;15,599.25;16,716.25
Apr 6, 2024 6:00 PM;Apr 6, 2024 7:00 PM;29,341.00;5,421.00;17,162.25;6,757.75
Apr 6, 2024 7:00 PM;Apr 6, 2024 8:00 PM;26,218.00;5,597.50;19,548.00;1,072.50
Apr 6, 2024 8:00 PM;Apr 6, 2024 9:00 PM;27,726.00;5,769.25;21,952.00;4.75
Apr 6, 2024 9:00 PM;Apr 6, 2024 10:00 PM;29,296.75;5,969.50;23,327.25;0.00
Apr 6, 2024 10:00 PM;Apr 6, 2024 11:00 PM;29,666.75;6,127.75;23,539.00;0.00
Apr 6, 2024 11:00 PM;Apr 7, 2024 12:00 AM;29,669.75;6,234.00;23,435.75;0.00
Apr 7, 2024 12:00 AM;Apr 7, 2024 1:00 AM;28,788.00;6,772.75;22,015.25;0.00
Apr 7, 2024 1:00 AM;Apr 7, 2024 2:00 AM;28,480.25;6,693.25;21,787.00;0.00
Apr 7, 2024 2:00 AM;Apr 7, 2024 3:00 AM;28,314.50;6,513.00;21,801.50;0.00
Apr 7, 2024 3:00 AM;Apr 7, 2024 4:00 AM;28,800.00;6,464.25;22,335.75;0.00
Apr 7, 2024 4:00 AM;Apr 7, 2024 5:00 AM;30,079.25;6,326.00;23,753.25;0.00
Apr 7, 2024 5:00 AM;Apr 7, 2024 6:00 AM;31,428.50;6,362.00;25,066.50;0.00
Apr 7, 2024 6:00 AM;Apr 7, 2024 7:00 AM;32,245.00;6,264.50;25,907.00;73.50
Apr 7, 2024 7:00 AM;Apr 7, 2024 8:00 AM;33,793.25;6,313.75;25,049.75;2,429.75
Apr 7, 2024 8:00 AM;Apr 7, 2024 9:00 AM;36,919.50;6,332.00;21,596.00;8,991.50
Apr 7, 2024 9:00 AM;Apr 7, 2024 10:00 AM;40,355.25;5,285.75;18,069.50;17,000.00
Apr 7, 2024 10:00 AM;Apr 7, 2024 11:00 AM;44,735.25;5,173.00;15,508.00;24,054.25
Apr 7, 2024 11:00 AM;Apr 7, 2024 12:00 PM;49,567.50;5,288.75;14,824.25;29,454.50
Apr 7, 2024 12:00 PM;Apr 7, 2024 1:00 PM;51,895.50;5,036.50;14,482.00;32,377.00
Apr 7, 2024 1:00 PM;Apr 7, 2024 2:00 PM;51,218.50;4,961.75;13,705.50;32,551.25
Apr 7, 2024 2:00 PM;Apr 7, 2024 3:00 PM;47,847.25;4,613.50;12,862.75;30,371.00
Apr 7, 2024 3:00 PM;Apr 7, 2024 4:00 PM;43,319.00;4,575.50;12,379.00;26,364.50
Apr 7, 2024 4:00 PM;Apr 7, 2024 5:00 PM;35,634.50;4,525.25;10,616.75;20,492.50
Apr 7, 2024 5:00 PM;Apr 7, 2024 6:00 PM;25,651.75;5,048.00;8,065.50;12,538.25
Apr 7, 2024 6:00 PM;Apr 7, 2024 7:00 PM;15,882.00;5,005.00;5,891.00;4,986.00
Apr 7, 2024 7:00 PM;Apr 7, 2024 8:00 PM;10,981.25;4,695.00;5,424.25;862.00
Apr 7, 2024 8:00 PM;Apr 7, 2024 9:00 PM;10,894.75;4,533.50;6,342.50;18.75
Apr 7, 2024 9:00 PM;Apr 7, 2024 10:00 PM;12,201.50;4,534.25;7,667.25;0.00
Apr 7, 2024 10:00 PM;Apr 7, 2024 11:00 PM;13,293.25;4,693.75;8,599.50;0.00
Apr 7, 2024 11:00 PM;Apr 8, 2024 12:00 AM;13,747.00;4,905.25;8,841.75;0.00
Apr 8, 2024 12:00 AM;Apr 8, 2024 1:00 AM;13,107.25;4,919.50;8,187.75;0.00
Apr 8, 2024 1:00 AM;Apr 8, 2024 2:00 AM;12,585.00;4,526.00;8,059.00;0.00
Apr 8, 2024 2:00 AM;Apr 8, 2024 3:00 AM;11,975.00;4,180.75;7,794.25;0.00
Apr 8, 2024 3:00 AM;Apr 8, 2024 4:00 AM;10,381.50;3,746.25;6,635.25;0.00
Apr 8, 2024 4:00 AM;Apr 8, 2024 5:00 AM;8,898.75;3,095.25;5,803.50;0.00
Apr 8, 2024 5:00 AM;Apr 8, 2024 6:00 AM;7,877.75;2,661.50;5,216.25;0.00
Apr 8, 2024 6:00 AM;Apr 8, 2024 7:00 AM;7,592.25;2,393.00;5,133.50;65.75
Apr 8, 2024 7:00 AM;Apr 8, 2024 8:00 AM;9,377.50;2,282.50;4,934.50;2,160.50
Apr 8, 2024 8:00 AM;Apr 8, 2024 9:00 AM;14,450.50;1,992.50;4,046.50;8,411.50
Apr 8, 2024 9:00 AM;Apr 8, 2024 10:00 AM;21,769.00;1,697.25;3,069.75;17,002.00
Apr 8, 2024 10:00 AM;Apr 8, 2024 11:00 AM;28,439.50;1,254.75;2,147.25;25,037.50
Apr 8, 2024 11:00 AM;Apr 8, 2024 12:00 PM;33,528.25;731.25;1,964.75;30,832.25
Apr 8, 2024 12:00 PM;Apr 8, 2024 1:00 PM;36,161.25;411.50;2,222.75;33,527.00
Apr 8, 2024 1:00 PM;Apr 8, 2024 2:00 PM;36,241.25;263.00;2,697.75;33,280.50
Apr 8, 2024 2:00 PM;Apr 8, 2024 3:00 PM;34,104.50;222.00;3,329.25;30,553.25
Apr 8, 2024 3:00 PM;Apr 8, 2024 4:00 PM;30,749.50;211.75;4,071.50;26,466.25
Apr 8, 2024 4:00 PM;Apr 8, 2024 5:00 PM;25,530.00;289.75;4,513.50;20,726.75
Apr 8, 2024 5:00 PM;Apr 8, 2024 6:00 PM;18,063.75;457.50;4,593.50;13,012.75
Apr 8, 2024 6:00 PM;Apr 8, 2024 7:00 PM;10,847.00;710.25;4,725.50;5,411.25
Apr 8, 2024 7:00 PM;Apr 8, 2024 8:00 PM;7,601.25;995.25;5,626.50;979.50
Apr 8, 2024 8:00 PM;Apr 8, 2024 9:00 PM;8,494.00;1,302.75;7,183.50;7.75
Apr 8, 2024 9:00 PM;Apr 8, 2024 10:00 PM;10,395.00;1,638.75;8,756.25;0.00
Apr 8, 2024 10:00 PM;Apr 8, 2024 11:00 PM;11,895.75;2,006.25;9,889.50;0.00
Apr 8, 2024 11:00 PM;Apr 9, 2024 12:00 AM;12,800.50;2,313.75;10,486.75;0.00
Apr 9, 2024 12:00 AM;Apr 9, 2024 1:00 AM;15,287.75;2,725.00;12,562.75;0.00
Apr 9, 2024 1:00 AM;Apr 9, 2024 2:00 AM;15,867.50;2,809.50;13,058.00;0.00
Apr 9, 2024 2:00 AM;Apr 9, 2024 3:00 AM;16,621.00;3,114.75;13,506.25;0.00
Apr 9, 2024 3:00 AM;Apr 9, 2024 4:00 AM;17,555.50;3,863.25;13,692.25;0.00
Apr 9, 2024 4:00 AM;Apr 9, 2024 5:00 AM;18,146.00;4,338.25;13,807.75;0.00
Apr 9, 2024 5:00 AM;Apr 9, 2024 6:00 AM;17,881.25;3,900.75;13,980.50;0.00
Apr 9, 2024 6:00 AM;Apr 9, 2024 7:00 AM;18,954.25;3,525.25;15,328.75;100.25
Apr 9, 2024 7:00 AM;Apr 9, 2024 8:00 AM;22,089.75;3,701.50;16,154.00;2,234.25
Apr 9, 2024 8:00 AM;Apr 9, 2024 9:00 AM;27,282.75;4,059.25;15,420.25;7,803.25
Apr 9, 2024 9:00 AM;Apr 9, 2024 10:00 AM;33,715.00;4,525.75;14,795.25;14,394.00
Apr 9, 2024 10:00 AM;Apr 9, 2024 11:00 AM;39,298.00;4,771.25;15,036.75;19,490.00
Apr 9, 2024 11:00 AM;Apr 9, 2024 12:00 PM;43,893.25;4,738.25;16,485.50;22,669.50
Apr 9, 2024 12:00 PM;Apr 9, 2024 1:00 PM;47,054.75;4,619.25;18,944.25;23,491.25
Apr 9, 2024 1:00 PM;Apr 9, 2024 2:00 PM;48,351.00;4,636.25;21,308.50;22,406.25
Apr 9, 2024 2:00 PM;Apr 9, 2024 3:00 PM;48,737.25;5,088.00;23,873.50;19,775.75
Apr 9, 2024 3:00 PM;Apr 9, 2024 4:00 PM;47,828.00;5,324.75;26,363.00;16,140.25
Apr 9, 2024 4:00 PM;Apr 9, 2024 5:00 PM;46,061.50;5,512.00;28,717.75;11,831.75
Apr 9, 2024 5:00 PM;Apr 9, 2024 6:00 PM;42,538.25;5,759.50;29,570.00;7,208.75
Apr 9, 2024 6:00 PM;Apr 9, 2024 7:00 PM;38,167.00;6,257.50;28,754.75;3,154.75
Apr 9, 2024 7:00 PM;Apr 9, 2024 8:00 PM;34,894.50;6,475.50;27,767.00;652.00
Apr 9, 2024 8:00 PM;Apr 9, 2024 9:00 PM;33,425.50;6,383.00;27,017.25;25.25
Apr 9, 2024 9:00 PM;Apr 9, 2024 10:00 PM;33,020.00;6,046.00;26,974.00;0.00
Apr 9, 2024 10:00 PM;Apr 9, 2024 11:00 PM;32,525.75;5,719.25;26,806.50;0.00
Apr 9, 2024 11:00 PM;Apr 10, 2024 12:00 AM;32,299.25;5,467.25;26,832.00;0.00
Apr 10, 2024 12:00 AM;Apr 10, 2024 1:00 AM;30,017.50;4,062.75;25,954.75;0.00
Apr 10, 2024 1:00 AM;Apr 10, 2024 2:00 AM;29,456.50;4,219.50;25,237.00;0.00
Apr 10, 2024 2:00 AM;Apr 10, 2024 3:00 AM;28,456.25;4,409.50;24,046.75;0.00
Apr 10, 2024 3:00 AM;Apr 10, 2024 4:00 AM;26,454.50;4,422.25;22,032.25;0.00
Apr 10, 2024 4:00 AM;Apr 10, 2024 5:00 AM;25,002.75;4,502.25;20,500.50;0.00
Apr 10, 2024 5:00 AM;Apr 10, 2024 6:00 AM;23,639.50;4,401.50;19,238.00;0.00
Apr 10, 2024 6:00 AM;Apr 10, 2024 7:00 AM;23,000.25;4,439.75;18,482.00;78.50
Apr 10, 2024 7:00 AM;Apr 10, 2024 8:00 AM;22,841.75;4,300.00;16,780.25;1,761.50
Apr 10, 2024 8:00 AM;Apr 10, 2024 9:00 AM;25,325.25;3,860.50;15,117.00;6,347.75
Apr 10, 2024 9:00 AM;Apr 10, 2024 10:00 AM;29,716.75;3,239.25;14,563.50;11,914.00
Apr 10, 2024 10:00 AM;Apr 10, 2024 11:00 AM;33,774.50;2,858.75;13,676.00;17,239.75
Apr 10, 2024 11:00 AM;Apr 10, 2024 12:00 PM;36,900.00;2,811.25;12,574.25;21,514.50
Apr 10, 2024 12:00 PM;Apr 10, 2024 1:00 PM;39,289.50;2,928.50;11,949.75;24,411.25
Apr 10, 2024 1:00 PM;Apr 10, 2024 2:00 PM;39,860.00;3,087.25;11,416.75;25,356.00
Apr 10, 2024 2:00 PM;Apr 10, 2024 3:00 PM;39,335.00;3,403.25;11,327.75;24,604.00
Apr 10, 2024 3:00 PM;Apr 10, 2024 4:00 PM;36,253.75;3,545.50;10,332.00;22,376.25
Apr 10, 2024 4:00 PM;Apr 10, 2024 5:00 PM;31,215.00;3,712.00;9,209.75;18,293.25
Apr 10, 2024 5:00 PM;Apr 10, 2024 6:00 PM;24,033.25;3,733.75;7,780.50;12,519.00
Apr 10, 2024 6:00 PM;Apr 10, 2024 7:00 PM;15,442.25;3,734.75;5,799.00;5,908.50
Apr 10, 2024 7:00 PM;Apr 10, 2024 8:00 PM;9,157.25;3,908.75;4,028.25;1,220.25
Apr 10, 2024 8:00 PM;Apr 10, 2024 9:00 PM;7,763.00;4,223.25;3,502.75;37.00
Apr 10, 2024 9:00 PM;Apr 10, 2024 10:00 PM;8,884.50;4,602.75;4,281.75;0.00
Apr 10, 2024 10:00 PM;Apr 10, 2024 11:00 PM;10,931.25;5,004.25;5,927.00;0.00
Apr 10, 2024 11:00 PM;Apr 11, 2024 12:00 AM;13,351.00;5,254.75;8,096.25;0.00
Apr 11, 2024 12:00 AM;Apr 11, 2024 1:00 AM;16,670.00;5,191.50;11,478.50;0.00
Apr 11, 2024 1:00 AM;Apr 11, 2024 2:00 AM;19,540.00;5,122.25;14,417.75;0.00
Apr 11, 2024 2:00 AM;Apr 11, 2024 3:00 AM;21,418.25;4,601.75;16,816.50;0.00
Apr 11, 2024 3:00 AM;Apr 11, 2024 4:00 AM;22,251.75;4,150.25;18,101.50;0.00
Apr 11, 2024 4:00 AM;Apr 11, 2024 5:00 AM;22,623.75;4,324.00;18,299.75;0.00
Apr 11, 2024 5:00 AM;Apr 11, 2024 6:00 AM;22,974.75;4,363.75;18,611.00;0.00
Apr 11, 2024 6:00 AM;Apr 11, 2024 7:00 AM;23,967.25;4,208.75;19,589.50;169.00
Apr 11, 2024 7:00 AM;Apr 11, 2024 8:00 AM;27,318.00;4,071.25;19,884.25;3,362.50
Apr 11, 2024 8:00 AM;Apr 11, 2024 9:00 AM;34,323.25;4,186.25;18,720.25;11,416.75
Apr 11, 2024 9:00 AM;Apr 11, 2024 10:00 AM;41,591.75;4,294.75;17,317.00;19,980.00
Apr 11, 2024 10:00 AM;Apr 11, 2024 11:00 AM;46,910.25;4,591.75;16,714.25;25,604.25
Apr 11, 2024 11:00 AM;Apr 11, 2024 12:00 PM;50,422.75;4,669.00;16,890.00;28,863.75
Apr 11, 2024 12:00 PM;Apr 11, 2024 1:00 PM;51,232.25;4,675.75;16,394.25;30,162.25
Apr 11, 2024 1:00 PM;Apr 11, 2024 2:00 PM;49,619.50;4,385.75;15,458.75;29,775.00
Apr 11, 2024 2:00 PM;Apr 11, 2024 3:00 PM;46,674.75;4,439.50;14,915.75;27,319.50
Apr 11, 2024 3:00 PM;Apr 11, 2024 4:00 PM;41,458.25;4,340.00;13,626.25;23,492.00
Apr 11, 2024 4:00 PM;Apr 11, 2024 5:00 PM;34,326.25;4,165.75;12,055.00;18,105.50
Apr 11, 2024 5:00 PM;Apr 11, 2024 6:00 PM;25,849.50;3,840.50;10,534.00;11,475.00
Apr 11, 2024 6:00 PM;Apr 11, 2024 7:00 PM;17,425.00;3,421.25;9,065.00;4,938.75
Apr 11, 2024 7:00 PM;Apr 11, 2024 8:00 PM;12,078.00;3,098.25;7,988.25;991.50
Apr 11, 2024 8:00 PM;Apr 11, 2024 9:00 PM;10,696.50;2,961.00;7,708.50;27.00
Apr 11, 2024 9:00 PM;Apr 11, 2024 10:00 PM;10,893.75;3,013.50;7,880.25;0.00
Apr 11, 2024 10:00 PM;Apr 11, 2024 11:00 PM;11,300.75;3,217.75;8,083.00;0.00
Apr 11, 2024 11:00 PM;Apr 12, 2024 12:00 AM;11,630.25;3,545.25;8,085.00;0.00
Apr 12, 2024 12:00 AM;Apr 12, 2024 1:00 AM;10,231.75;4,475.25;5,756.50;0.00
Apr 12, 2024 1:00 AM;Apr 12, 2024 2:00 AM;10,868.25;5,137.75;5,730.50;0.00
Apr 12, 2024 2:00 AM;Apr 12, 2024 3:00 AM;11,397.50;5,440.00;5,957.50;0.00
Apr 12, 2024 3:00 AM;Apr 12, 2024 4:00 AM;11,856.25;5,555.00;6,301.25;0.00
Apr 12, 2024 4:00 AM;Apr 12, 2024 5:00 AM;12,115.75;5,595.50;6,520.25;0.00
Apr 12, 2024 5:00 AM;Apr 12, 2024 6:00 AM;12,489.25;5,546.25;6,943.00;0.00
Apr 12, 2024 6:00 AM;Apr 12, 2024 7:00 AM;13,743.75;5,614.25;7,996.00;133.50
Apr 12, 2024 7:00 AM;Apr 12, 2024 8:00 AM;17,450.75;5,742.75;8,854.50;2,853.50
Apr 12, 2024 8:00 AM;Apr 12, 2024 9:00 AM;24,845.75;5,581.00;9,577.50;9,687.25
Apr 12, 2024 9:00 AM;Apr 12, 2024 10:00 AM;33,924.75;5,149.75;10,740.50;18,034.50
Apr 12, 2024 10:00 AM;Apr 12, 2024 11:00 AM;42,704.00;4,927.25;12,658.25;25,118.50
Apr 12, 2024 11:00 AM;Apr 12, 2024 12:00 PM;49,557.25;4,757.00;14,705.25;30,095.00
Apr 12, 2024 12:00 PM;Apr 12, 2024 1:00 PM;53,769.50;4,719.00;16,268.25;32,782.25
Apr 12, 2024 1:00 PM;Apr 12, 2024 2:00 PM;55,169.25;4,734.50;17,252.50;33,182.25
Apr 12, 2024 2:00 PM;Apr 12, 2024 3:00 PM;53,801.75;4,580.50;18,114.25;31,107.00
Apr 12, 2024 3:00 PM;Apr 12, 2024 4:00 PM;50,322.00;4,613.25;18,231.75;27,477.00
Apr 12, 2024 4:00 PM;Apr 12, 2024 5:00 PM;44,286.25;4,574.75;17,835.00;21,876.50
Apr 12, 2024 5:00 PM;Apr 12, 2024 6:00 PM;35,389.75;4,462.25;16,648.75;14,278.75
Apr 12, 2024 6:00 PM;Apr 12, 2024 7:00 PM;25,078.00;4,317.50;14,456.75;6,303.75
Apr 12, 2024 7:00 PM;Apr 12, 2024 8:00 PM;18,150.50;4,192.00;12,622.75;1,335.75
Apr 12, 2024 8:00 PM;Apr 12, 2024 9:00 PM;16,195.25;4,018.50;12,144.50;32.25
Apr 12, 2024 9:00 PM;Apr 12, 2024 10:00 PM;16,111.25;3,861.75;12,249.50;0.00
Apr 12, 2024 10:00 PM;Apr 12, 2024 11:00 PM;16,270.00;3,868.00;12,402.00;0.00
Apr 12, 2024 11:00 PM;Apr 13, 2024 12:00 AM;16,767.50;4,002.00;12,765.50;0.00
Apr 13, 2024 12:00 AM;Apr 13, 2024 1:00 AM;17,843.50;3,987.00;13,856.50;0.00
Apr 13, 2024 1:00 AM;Apr 13, 2024 2:00 AM;18,930.75;4,502.75;14,428.00;0.00
Apr 13, 2024 2:00 AM;Apr 13, 2024 3:00 AM;19,550.00;4,779.25;14,770.75;0.00
Apr 13, 2024 3:00 AM;Apr 13, 2024 4:00 AM;20,020.50;4,543.00;15,477.50;0.00
Apr 13, 2024 4:00 AM;Apr 13, 2024 5:00 AM;20,337.75;4,610.75;15,727.00;0.00
Apr 13, 2024 5:00 AM;Apr 13, 2024 6:00 AM;20,343.00;4,566.50;15,776.50;0.00
Apr 13, 2024 6:00 AM;Apr 13, 2024 7:00 AM;20,509.75;4,359.25;15,922.25;228.25
Apr 13, 2024 7:00 AM;Apr 13, 2024 8:00 AM;23,368.50;3,954.75;15,465.75;3,948.00
Apr 13, 2024 8:00 AM;Apr 13, 2024 9:00 AM;29,443.50;3,504.00;13,113.50;12,826.00
Apr 13, 2024 9:00 AM;Apr 13, 2024 10:00 AM;37,135.25;3,089.25;11,297.25;22,748.75
Apr 13, 2024 10:00 AM;Apr 13, 2024 11:00 AM;44,416.00;2,514.50;11,563.25;30,338.25
Apr 13, 2024 11:00 AM;Apr 13, 2024 12:00 PM;50,188.75;2,530.75;12,373.50;35,284.50
Apr 13, 2024 12:00 PM;Apr 13, 2024 1:00 PM;53,740.00;2,744.50;13,273.00;37,722.50
Apr 13, 2024 1:00 PM;Apr 13, 2024 2:00 PM;54,486.25;2,651.00;13,997.75;37,837.50
Apr 13, 2024 2:00 PM;Apr 13, 2024 3:00 PM;52,642.25;2,909.00;14,617.50;35,115.75
Apr 13, 2024 3:00 PM;Apr 13, 2024 4:00 PM;48,768.50;3,203.50;14,892.50;30,672.50
Apr 13, 2024 4:00 PM;Apr 13, 2024 5:00 PM;43,302.00;3,996.75;15,192.25;24,113.00
Apr 13, 2024 5:00 PM;Apr 13, 2024 6:00 PM;34,113.25;4,184.75;14,470.75;15,457.75
Apr 13, 2024 6:00 PM;Apr 13, 2024 7:00 PM;25,622.75;5,250.00;13,430.00;6,942.75
Apr 13, 2024 7:00 PM;Apr 13, 2024 8:00 PM;20,793.75;5,162.50;14,072.50;1,558.75
Apr 13, 2024 8:00 PM;Apr 13, 2024 9:00 PM;22,122.25;4,891.00;17,184.50;46.75
Apr 13, 2024 9:00 PM;Apr 13, 2024 10:00 PM;25,686.25;4,692.50;20,993.75;0.00
Apr 13, 2024 10:00 PM;Apr 13, 2024 11:00 PM;28,862.00;4,765.25;24,096.75;0.00
Apr 13, 2024 11:00 PM;Apr 14, 2024 12:00 AM;31,137.50;4,914.25;26,223.25;0.00
Apr 14, 2024 12:00 AM;Apr 14, 2024 1:00 AM;32,798.25;4,145.00;28,653.25;0.00
Apr 14, 2024 1:00 AM;Apr 14, 2024 2:00 AM;32,894.50;4,064.75;28,829.75;0.00
Apr 14, 2024 2:00 AM;Apr 14, 2024 3:00 AM;31,911.25;3,932.00;27,979.25;0.00
Apr 14, 2024 3:00 AM;Apr 14, 2024 4:00 AM;30,331.25;3,964.25;26,367.00;0.00
Apr 14, 2024 4:00 AM;Apr 14, 2024 5:00 AM;28,934.75;3,962.50;24,972.25;0.00
Apr 14, 2024 5:00 AM;Apr 14, 2024 6:00 AM;27,523.00;3,954.75;23,568.25;0.00
Apr 14, 2024 6:00 AM;Apr 14, 2024 7:00 AM;26,398.50;4,088.50;22,090.50;219.50
Apr 14, 2024 7:00 AM;Apr 14, 2024 8:00 AM;27,409.50;3,877.75;20,119.25;3,412.50
Apr 14, 2024 8:00 AM;Apr 14, 2024 9:00 AM;32,814.75;3,359.75;18,640.00;10,815.00
Apr 14, 2024 9:00 AM;Apr 14, 2024 10:00 AM;40,560.25;3,401.00;17,991.25;19,168.00
Apr 14, 2024 10:00 AM;Apr 14, 2024 11:00 AM;46,690.00;3,074.00;17,447.00;26,169.00
Apr 14, 2024 11:00 AM;Apr 14, 2024 12:00 PM;51,982.50;3,077.25;17,790.50;31,114.75
Apr 14, 2024 12:00 PM;Apr 14, 2024 1:00 PM;55,079.75;2,867.25;18,196.25;34,016.25
Apr 14, 2024 1:00 PM;Apr 14, 2024 2:00 PM;55,933.50;2,875.50;18,768.00;34,290.00
Apr 14, 2024 2:00 PM;Apr 14, 2024 3:00 PM;54,431.75;2,792.75;19,596.25;32,042.75
Apr 14, 2024 3:00 PM;Apr 14, 2024 4:00 PM;51,235.25;2,895.75;20,118.25;28,221.25
Apr 14, 2024 4:00 PM;Apr 14, 2024 5:00 PM;45,786.00;3,006.25;20,593.75;22,186.00
Apr 14, 2024 5:00 PM;Apr 14, 2024 6:00 PM;37,859.25;3,338.75;20,191.50;14,329.00
Apr 14, 2024 6:00 PM;Apr 14, 2024 7:00 PM;26,537.50;3,214.50;16,899.75;6,423.25
Apr 14, 2024 7:00 PM;Apr 14, 2024 8:00 PM;17,510.50;2,998.50;13,038.50;1,473.50
Apr 14, 2024 8:00 PM;Apr 14, 2024 9:00 PM;12,771.00;2,693.00;10,030.25;47.75
Apr 14, 2024 9:00 PM;Apr 14, 2024 10:00 PM;10,095.50;2,409.75;7,685.75;0.00
Apr 14, 2024 10:00 PM;Apr 14, 2024 11:00 PM;8,134.00;2,260.50;5,873.50;0.00
Apr 14, 2024 11:00 PM;Apr 15, 2024 12:00 AM;6,894.50;2,235.75;4,658.75;0.00
Apr 15, 2024 12:00 AM;Apr 15, 2024 1:00 AM;5,005.00;1,878.50;3,126.50;0.00
Apr 15, 2024 1:00 AM;Apr 15, 2024 2:00 AM;4,647.25;1,935.75;2,711.50;0.00
Apr 15, 2024 2:00 AM;Apr 15, 2024 3:00 AM;4,879.00;1,773.00;3,106.00;0.00
Apr 15, 2024 3:00 AM;Apr 15, 2024 4:00 AM;5,937.25;1,711.75;4,225.50;0.00
Apr 15, 2024 4:00 AM;Apr 15, 2024 5:00 AM;7,408.25;1,820.50;5,587.75;0.00
Apr 15, 2024 5:00 AM;Apr 15, 2024 6:00 AM;8,123.00;1,900.25;6,222.75;0.00
Apr 15, 2024 6:00 AM;Apr 15, 2024 7:00 AM;9,213.75;2,070.25;6,935.25;208.25
Apr 15, 2024 7:00 AM;Apr 15, 2024 8:00 AM;11,856.25;2,388.00;7,200.25;2,268.00
Apr 15, 2024 8:00 AM;Apr 15, 2024 9:00 AM;16,563.50;2,582.25;6,904.50;7,076.75
Apr 15, 2024 9:00 AM;Apr 15, 2024 10:00 AM;22,871.50;2,815.75;7,945.75;12,110.00
Apr 15, 2024 10:00 AM;Apr 15, 2024 11:00 AM;29,523.00;3,137.00;10,409.25;15,976.75
Apr 15, 2024 11:00 AM;Apr 15, 2024 12:00 PM;35,134.25;3,078.50;13,589.00;18,466.75
Apr 15, 2024 12:00 PM;Apr 15, 2024 1:00 PM;40,296.50;3,061.00;17,286.00;19,949.50
Apr 15, 2024 1:00 PM;Apr 15, 2024 2:00 PM;44,866.25;3,015.50;20,834.25;21,016.50
Apr 15, 2024 2:00 PM;Apr 15, 2024 3:00 PM;48,139.50;3,096.00;24,122.25;20,921.25
Apr 15, 2024 3:00 PM;Apr 15, 2024 4:00 PM;48,771.75;3,012.75;26,433.75;19,325.25
Apr 15, 2024 4:00 PM;Apr 15, 2024 5:00 PM;46,396.00;2,997.25;27,805.75;15,593.00
Apr 15, 2024 5:00 PM;Apr 15, 2024 6:00 PM;41,536.75;3,095.00;28,122.50;10,319.25
Apr 15, 2024 6:00 PM;Apr 15, 2024 7:00 PM;36,409.75;3,197.50;28,425.75;4,786.50
Apr 15, 2024 7:00 PM;Apr 15, 2024 8:00 PM;34,110.25;3,718.00;29,193.25;1,199.00
Apr 15, 2024 8:00 PM;Apr 15, 2024 9:00 PM;34,136.50;4,156.75;29,937.00;42.75
Apr 15, 2024 9:00 PM;Apr 15, 2024 10:00 PM;35,726.25;4,554.50;31,171.75;0.00
Apr 15, 2024 10:00 PM;Apr 15, 2024 11:00 PM;36,998.50;4,530.00;32,468.50;0.00
Apr 15, 2024 11:00 PM;Apr 16, 2024 12:00 AM;37,802.00;4,288.75;33,513.25;0.00
Apr 16, 2024 12:00 AM;Apr 16, 2024 1:00 AM;36,812.50;3,492.75;33,319.75;0.00
Apr 16, 2024 1:00 AM;Apr 16, 2024 2:00 AM;36,643.75;3,098.75;33,545.00;0.00
Apr 16, 2024 2:00 AM;Apr 16, 2024 3:00 AM;35,363.00;2,799.75;32,563.25;0.00
Apr 16, 2024 3:00 AM;Apr 16, 2024 4:00 AM;32,940.25;1,939.00;31,001.25;0.00
Apr 16, 2024 4:00 AM;Apr 16, 2024 5:00 AM;31,474.25;1,175.75;30,298.50;0.00
Apr 16, 2024 5:00 AM;Apr 16, 2024 6:00 AM;29,809.75;993.75;28,816.00;0.00
Apr 16, 2024 6:00 AM;Apr 16, 2024 7:00 AM;28,924.00;1,082.00;27,623.00;219.00
Apr 16, 2024 7:00 AM;Apr 16, 2024 8:00 AM;30,300.00;1,403.50;26,516.50;2,380.00
Apr 16, 2024 8:00 AM;Apr 16, 2024 9:00 AM;35,597.75;1,876.00;26,642.25;7,079.50
Apr 16, 2024 9:00 AM;Apr 16, 2024 10:00 AM;41,494.50;2,369.25;26,782.25;12,343.00
Apr 16, 2024 10:00 AM;Apr 16, 2024 11:00 AM;45,156.50;2,873.75;25,408.25;16,874.50
Apr 16, 2024 11:00 AM;Apr 16, 2024 12:00 PM;47,090.75;3,306.25;23,647.50;20,137.00
Apr 16, 2024 12:00 PM;Apr 16, 2024 1:00 PM;47,715.25;3,569.75;22,239.75;21,905.75
Apr 16, 2024 1:00 PM;Apr 16, 2024 2:00 PM;46,633.00;3,637.25;20,958.75;22,037.00
