Start date;End date;Photovoltaics and wind [MWh];Wind offshore [MWh];Wind onshore [MWh];Photovoltaics [MWh]
Jan 6, 2024 6:00 PM;Jan 6, 2024 7:00 PM;18,473.50;5,311.00;13,162.50;0.00
Jan 6, 2024 7:00 PM;Jan 6, 2024 8:00 PM;18,856.50;5,249.50;13,607.00;0.00
Jan 6, 2024 8:00 PM;Jan 6, 2024 9:00 PM;19,231.75;5,084.00;14,147.75;0.00
Jan 6, 2024 9:00 PM;Jan 6, 2024 10:00 PM;19,382.50;4,870.00;14,512.50;0.00
Jan 6, 2024 10:00 PM;Jan 6, 2024 11:00 PM;19,433.50;4,711.50;14,722.00;0.00
Jan 6, 2024 11:00 PM;Jan 7, 2024 12:00 AM;19,546.25;4,549.75;14,996.50;0.00
Jan 7, 2024 12:00 AM;Jan 7, 2024 1:00 AM;16,425.50;4,732.75;11,692.75;0.00
Jan 7, 2024 1:00 AM;Jan 7, 2024 2:00 AM;16,497.25;4,523.75;11,973.50;0.00
Jan 7, 2024 2:00 AM;Jan 7, 2024 3:00 AM;16,780.75;4,475.50;12,305.25;0.00
Jan 7, 2024 3:00 AM;Jan 7, 2024 4:00 AM;16,702.00;4,321.75;12,380.25;0.00
Jan 7, 2024 4:00 AM;Jan 7, 2024 5:00 AM;16,670.00;4,092.00;12,578.00;0.00
Jan 7, 2024 5:00 AM;Jan 7, 2024 6:00 AM;17,002.75;3,936.00;13,066.75;0.00
Jan 7, 2024 6:00 AM;Jan 7, 2024 7:00 AM;17,106.50;3,801.25;13,305.25;0.00
Jan 7, 2024 7:00 AM;Jan 7, 2024 8:00 AM;17,073.50;3,623.50;13,450.00;0.00
Jan 7, 2024 8:00 AM;Jan 7, 2024 9:00 AM;17,138.75;3,417.25;13,513.50;208.00
Jan 7, 2024 9:00 AM;Jan 7, 2024 10:00 AM;18,007.25;3,089.00;13,438.25;1,480.00
Jan 7, 2024 10:00 AM;Jan 7, 2024 11:00 AM;19,509.50;2,819.50;13,198.25;3,491.75
Jan 7, 2024 11:00 AM;Jan 7, 2024 12:00 PM;20,856.50;2,569.50;13,120.50;5,166.50
Jan 7, 2024 12:00 PM;Jan 7, 2024 1:00 PM;21,547.50;2,364.75;13,465.25;5,717.50
Jan 7, 2024 1:00 PM;Jan 7, 2024 2:00 PM;21,710.75;2,335.75;14,258.75;5,116.25
Jan 7, 2024 2:00 PM;Jan 7, 2024 3:00 PM;20,856.75;2,378.00;15,060.50;3,418.25
Jan 7, 2024 3:00 PM;Jan 7, 2024 4:00 PM;19,361.50;2,557.00;15,472.25;1,332.25
Jan 7, 2024 4:00 PM;Jan 7, 2024 5:00 PM;18,867.75;2,809.50;15,909.75;148.50
Jan 7, 2024 5:00 PM;Jan 7, 2024 6:00 PM;19,406.50;3,097.25;16,309.25;0.00
Jan 7, 2024 6:00 PM;Jan 7, 2024 7:00 PM;19,873.50;3,349.00;16,524.50;0.00
Jan 7, 2024 7:00 PM;Jan 7, 2024 8:00 PM;19,914.25;3,493.00;16,421.25;0.00
Jan 7, 2024 8:00 PM;Jan 7, 2024 9:00 PM;19,783.75;3,576.25;16,207.50;0.00
Jan 7, 2024 9:00 PM;Jan 7, 2024 10:00 PM;19,523.75;3,679.00;15,844.75;0.00
Jan 7, 2024 10:00 PM;Jan 7, 2024 11:00 PM;19,266.50;3,814.50;15,452.00;0.00
Jan 7, 2024 11:00 PM;Jan 8, 2024 12:00 AM;19,168.25;3,961.75;15,206.50;0.00
Jan 8, 2024 12:00 AM;Jan 8, 2024 1:00 AM;20,813.00;5,443.00;15,370.00;0.00
Jan 8, 2024 1:00 AM;Jan 8, 2024 2:00 AM;20,804.00;5,462.50;15,341.50;0.00
Jan 8, 2024 2:00 AM;Jan 8, 2024 3:00 AM;21,381.25;5,463.00;15,918.25;0.00
Jan 8, 2024 3:00 AM;Jan 8, 2024 4:00 AM;22,148.50;5,571.25;16,577.25;0.00
Jan 8, 2024 4:00 AM;Jan 8, 2024 5:00 AM;21,960.50;5,548.75;16,411.75;0.00
Jan 8, 2024 5:00 AM;Jan 8, 2024 6:00 AM;21,493.50;5,385.25;16,108.25;0.00
Jan 8, 2024 6:00 AM;Jan 8, 2024 7:00 AM;21,557.50;5,276.25;16,281.25;0.00
Jan 8, 2024 7:00 AM;Jan 8, 2024 8:00 AM;21,425.75;5,188.75;16,237.00;0.00
Jan 8, 2024 8:00 AM;Jan 8, 2024 9:00 AM;21,988.50;5,132.00;16,334.50;522.00
Jan 8, 2024 9:00 AM;Jan 8, 2024 10:00 AM;25,133.25;5,265.25;16,493.00;3,375.00
Jan 8, 2024 10:00 AM;Jan 8, 2024 11:00 AM;28,785.75;5,295.00;16,320.25;7,170.50
Jan 8, 2024 11:00 AM;Jan 8, 2024 12:00 PM;31,225.25;4,857.00;16,067.50;10,300.75
Jan 8, 2024 12:00 PM;Jan 8, 2024 1:00 PM;31,968.50;4,457.50;15,856.50;11,654.50
Jan 8, 2024 1:00 PM;Jan 8, 2024 2:00 PM;30,922.25;4,107.75;16,035.75;10,778.75
Jan 8, 2024 2:00 PM;Jan 8, 2024 3:00 PM;27,638.00;3,762.75;16,286.75;7,588.50
Jan 8, 2024 3:00 PM;Jan 8, 2024 4:00 PM;23,406.75;3,631.00;16,432.00;3,343.75
Jan 8, 2024 4:00 PM;Jan 8, 2024 5:00 PM;20,633.50;3,486.75;16,817.50;329.25
Jan 8, 2024 5:00 PM;Jan 8, 2024 6:00 PM;20,852.25;3,516.25;17,336.00;0.00
Jan 8, 2024 6:00 PM;Jan 8, 2024 7:00 PM;21,019.75;3,419.50;17,600.25;0.00
Jan 8, 2024 7:00 PM;Jan 8, 2024 8:00 PM;20,605.50;3,235.50;17,370.00;0.00
Jan 8, 2024 8:00 PM;Jan 8, 2024 9:00 PM;19,828.25;2,961.50;16,866.75;0.00
Jan 8, 2024 9:00 PM;Jan 8, 2024 10:00 PM;18,765.75;2,642.00;16,123.75;0.00
Jan 8, 2024 10:00 PM;Jan 8, 2024 11:00 PM;17,570.00;2,325.75;15,244.25;0.00
Jan 8, 2024 11:00 PM;Jan 9, 2024 12:00 AM;16,440.25;2,027.75;14,412.50;0.00
Jan 9, 2024 12:00 AM;Jan 9, 2024 1:00 AM;17,065.50;2,389.75;14,675.75;0.00
Jan 9, 2024 1:00 AM;Jan 9, 2024 2:00 AM;16,091.25;2,200.50;13,890.75;0.00
Jan 9, 2024 2:00 AM;Jan 9, 2024 3:00 AM;15,259.00;2,104.50;13,154.50;0.00
Jan 9, 2024 3:00 AM;Jan 9, 2024 4:00 AM;14,441.25;1,942.75;12,498.50;0.00
Jan 9, 2024 4:00 AM;Jan 9, 2024 5:00 AM;13,918.50;1,718.75;12,199.75;0.00
Jan 9, 2024 5:00 AM;Jan 9, 2024 6:00 AM;13,516.00;1,501.50;12,014.50;0.00
Jan 9, 2024 6:00 AM;Jan 9, 2024 7:00 AM;13,058.25;1,350.75;11,707.50;0.00
Jan 9, 2024 7:00 AM;Jan 9, 2024 8:00 AM;12,602.75;1,229.25;11,373.50;0.00
Jan 9, 2024 8:00 AM;Jan 9, 2024 9:00 AM;13,427.25;1,121.00;11,205.25;1,101.00
Jan 9, 2024 9:00 AM;Jan 9, 2024 10:00 AM;17,983.50;960.00;10,639.25;6,384.25
Jan 9, 2024 10:00 AM;Jan 9, 2024 11:00 AM;23,047.75;792.00;9,612.00;12,643.75
Jan 9, 2024 11:00 AM;Jan 9, 2024 12:00 PM;26,160.75;625.50;8,488.50;17,046.75
Jan 9, 2024 12:00 PM;Jan 9, 2024 1:00 PM;26,868.50;520.50;7,983.50;18,364.50
Jan 9, 2024 1:00 PM;Jan 9, 2024 2:00 PM;24,677.00;483.50;8,011.75;16,181.75
Jan 9, 2024 2:00 PM;Jan 9, 2024 3:00 PM;19,776.75;478.25;8,353.00;10,945.50
Jan 9, 2024 3:00 PM;Jan 9, 2024 4:00 PM;14,375.50;461.50;9,118.25;4,795.75
Jan 9, 2024 4:00 PM;Jan 9, 2024 5:00 PM;11,348.50;439.25;10,444.50;464.75
Jan 9, 2024 5:00 PM;Jan 9, 2024 6:00 PM;11,917.75;422.75;11,495.00;0.00
Jan 9, 2024 6:00 PM;Jan 9, 2024 7:00 PM;12,334.50;406.50;11,928.00;0.00
Jan 9, 2024 7:00 PM;Jan 9, 2024 8:00 PM;12,256.25;388.25;11,868.00;0.00
Jan 9, 2024 8:00 PM;Jan 9, 2024 9:00 PM;11,903.50;378.25;11,525.25;0.00
Jan 9, 2024 9:00 PM;Jan 9, 2024 10:00 PM;11,265.75;368.00;10,897.75;0.00
Jan 9, 2024 10:00 PM;Jan 9, 2024 11:00 PM;10,591.50;373.50;10,218.00;0.00
Jan 9, 2024 11:00 PM;Jan 10, 2024 12:00 AM;10,001.25;379.25;9,622.00;0.00
Jan 10, 2024 12:00 AM;Jan 10, 2024 1:00 AM;10,293.50;558.25;9,735.25;0.00
Jan 10, 2024 1:00 AM;Jan 10, 2024 2:00 AM;9,599.00;430.75;9,168.25;0.00
Jan 10, 2024 2:00 AM;Jan 10, 2024 3:00 AM;9,260.00;422.75;8,837.25;0.00
Jan 10, 2024 3:00 AM;Jan 10, 2024 4:00 AM;9,067.25;448.75;8,618.50;0.00
Jan 10, 2024 4:00 AM;Jan 10, 2024 5:00 AM;8,985.50;463.50;8,522.00;0.00
Jan 10, 2024 5:00 AM;Jan 10, 2024 6:00 AM;9,091.75;505.75;8,586.00;0.00
Jan 10, 2024 6:00 AM;Jan 10, 2024 7:00 AM;9,248.00;620.75;8,627.25;0.00
Jan 10, 2024 7:00 AM;Jan 10, 2024 8:00 AM;9,106.25;794.00;8,312.25;0.00
Jan 10, 2024 8:00 AM;Jan 10, 2024 9:00 AM;10,055.50;895.75;8,130.00;1,029.75
Jan 10, 2024 9:00 AM;Jan 10, 2024 10:00 AM;14,430.25;926.00;7,612.50;5,891.75
Jan 10, 2024 10:00 AM;Jan 10, 2024 11:00 AM;18,987.50;890.00;6,324.25;11,773.25
Jan 10, 2024 11:00 AM;Jan 10, 2024 12:00 PM;21,470.25;829.00;4,438.25;16,203.00
Jan 10, 2024 12:00 PM;Jan 10, 2024 1:00 PM;21,547.00;778.75;3,198.25;17,570.00
Jan 10, 2024 1:00 PM;Jan 10, 2024 2:00 PM;19,021.25;790.25;2,646.00;15,585.00
Jan 10, 2024 2:00 PM;Jan 10, 2024 3:00 PM;14,133.75;824.25;2,728.25;10,581.25
Jan 10, 2024 3:00 PM;Jan 10, 2024 4:00 PM;8,838.00;880.50;3,247.50;4,710.00
Jan 10, 2024 4:00 PM;Jan 10, 2024 5:00 PM;5,797.00;942.50;4,323.75;530.75
Jan 10, 2024 5:00 PM;Jan 10, 2024 6:00 PM;6,325.75;1,004.25;5,321.50;0.00
Jan 10, 2024 6:00 PM;Jan 10, 2024 7:00 PM;6,583.25;992.75;5,590.50;0.00
Jan 10, 2024 7:00 PM;Jan 10, 2024 8:00 PM;6,104.50;884.25;5,220.25;0.00
Jan 10, 2024 8:00 PM;Jan 10, 2024 9:00 PM;5,481.50;771.75;4,709.75;0.00
Jan 10, 2024 9:00 PM;Jan 10, 2024 10:00 PM;4,786.25;663.00;4,123.25;0.00
Jan 10, 2024 10:00 PM;Jan 10, 2024 11:00 PM;4,250.75;593.00;3,657.75;0.00
Jan 10, 2024 11:00 PM;Jan 11, 2024 12:00 AM;3,979.00;587.50;3,391.50;0.00
Jan 11, 2024 12:00 AM;Jan 11, 2024 1:00 AM;3,772.75;693.50;3,079.25;0.00
Jan 11, 2024 1:00 AM;Jan 11, 2024 2:00 AM;4,268.00;880.75;3,387.25;0.00
Jan 11, 2024 2:00 AM;Jan 11, 2024 3:00 AM;4,809.00;1,029.50;3,779.50;0.00
Jan 11, 2024 3:00 AM;Jan 11, 2024 4:00 AM;5,316.50;1,256.00;4,060.50;0.00
Jan 11, 2024 4:00 AM;Jan 11, 2024 5:00 AM;5,803.75;1,643.00;4,160.75;0.00
Jan 11, 2024 5:00 AM;Jan 11, 2024 6:00 AM;6,483.75;1,998.75;4,485.00;0.00
